,Actual value,Predicted value
6910,0.0,2.2842192317630863
2878,0.0,2.2842192317630863
2711,0.0,2.2842192317630863
4578,0.0,2.2842192317630863
54,0.0,2.2842192317630863
7233,0.0,2.2842192317630863
1180,0.0,2.2842192317630863
5350,0.0,2.2842192317630863
4920,0.0,2.2842192317630863
1745,0.0,2.2842192317630863
3308,0.0,2.2842192317630863
2920,0.0,2.2842192317630863
5874,0.0,2.2842192317630863
4385,0.0,2.2842192317630863
461,0.0,2.2842192317630863
6778,0.0,2.2842192317630863
6650,0.0,2.2842192317630863
3725,0.0,2.2842192317630863
7297,0.0,2.2842192317630863
5349,0.0,2.2842192317630863
519,28.8,2.2842192317630863
3798,0.0,2.2842192317630863
4853,0.0,2.2842192317630863
4648,0.0,2.2842192317630863
5086,0.0,2.2842192317630863
5660,0.0,2.2842192317630863
3614,16.3,9.217476151809512
5125,17.6,9.801329366129211
3657,0.0,2.2842192317630863
4565,24.5,2.2842192317630863
6610,0.0,2.2842192317630863
5665,0.0,2.2842192317630863
5341,0.0,2.2842192317630863
2651,0.0,2.2842192317630863
163,0.0,2.2842192317630863
1165,0.0,2.2842192317630863
940,0.0,2.2842192317630863
1489,0.0,2.2842192317630863
3127,0.0,2.2842192317630863
4165,1.8,2.2842192317630863
7258,3.2,2.2842192317630863
406,0.0,2.2842192317630863
5088,0.0,2.2842192317630863
80,20.2,2.2842192317630863
2388,0.0,2.2842192317630863
1255,0.0,2.2842192317630863
2128,0.0,2.2842192317630863
4955,0.0,2.2842192317630863
3495,0.0,2.2842192317630863
3399,0.0,2.2842192317630863
5680,41.4,2.2842192317630863
2268,0.0,2.2842192317630863
529,0.0,2.2842192317630863
3241,0.0,2.2842192317630863
4618,0.0,2.2842192317630863
4095,4.4,21.40541200073323
677,0.0,2.2842192317630863
6161,0.0,2.2842192317630863
4016,0.0,2.2842192317630863
7312,0.0,2.2842192317630863
5278,8.5,2.2842192317630863
7250,0.0,2.2842192317630863
4027,34.8,2.2842192317630863
6895,0.0,2.2842192317630863
6032,0.0,2.2842192317630863
7226,37.7,2.2842192317630863
5530,0.0,2.2842192317630863
5262,0.0,2.2842192317630863
5592,1.8,2.2842192317630863
4527,3.5,2.2842192317630863
798,0.0,2.2842192317630863
185,0.0,2.2842192317630863
2424,0.0,2.2842192317630863
6016,0.0,2.2842192317630863
356,0.0,2.2842192317630863
1269,0.0,2.2842192317630863
3712,0.0,2.2842192317630863
1417,0.0,2.2842192317630863
1068,17.6,24.835549634861458
2281,0.0,2.2842192317630863
3595,0.0,2.2842192317630863
7087,0.0,2.2842192317630863
4624,0.0,2.2842192317630863
4503,0.0,2.2842192317630863
114,0.0,2.2842192317630863
5777,0.0,2.2842192317630863
952,0.0,2.2842192317630863
6282,1.8,2.2842192317630863
5849,47.1,2.2842192317630863
2038,0.0,2.2842192317630863
3628,0.0,2.2842192317630863
4282,0.0,2.2842192317630863
5243,0.0,2.2842192317630863
7330,0.0,2.2842192317630863
4021,1.8,2.2842192317630863
1477,0.0,2.2842192317630863
24,0.0,2.2842192317630863
1281,0.0,2.2842192317630863
4866,0.0,2.2842192317630863
5426,0.0,2.2842192317630863
1966,0.0,2.2842192317630863
710,27.2,16.734586286175638
7225,15.8,2.2842192317630863
6307,0.0,2.2842192317630863
3578,0.0,2.2842192317630863
5819,0.0,2.2842192317630863
2923,0.0,2.2842192317630863
6493,0.0,2.2842192317630863
1133,0.0,2.2842192317630863
4969,17.2,8.341696330329963
5015,0.0,2.2842192317630863
3334,11.4,2.2842192317630863
1175,0.0,2.2842192317630863
1740,0.0,2.2842192317630863
745,0.0,2.2842192317630863
1379,0.0,2.2842192317630863
4634,0.0,2.2842192317630863
552,5.7,19.94577896493398
2186,0.0,2.2842192317630863
2618,0.0,2.2842192317630863
3403,0.0,2.2842192317630863
3506,0.0,2.2842192317630863
4117,0.0,2.2842192317630863
3041,0.0,2.2842192317630863
5427,0.0,2.2842192317630863
3035,0.0,2.2842192317630863
4396,0.0,2.2842192317630863
4675,0.0,2.2842192317630863
4737,0.0,2.2842192317630863
372,0.0,2.2842192317630863
4926,0.0,2.2842192317630863
4665,0.0,2.2842192317630863
4228,0.0,2.2842192317630863
4160,13.5,9.874311017919172
6356,0.0,2.2842192317630863
3350,41.9,2.2842192317630863
2151,0.0,2.2842192317630863
4932,0.0,2.2842192317630863
5694,0.0,2.2842192317630863
3724,0.0,2.2842192317630863
292,0.0,2.2842192317630863
4107,0.0,2.2842192317630863
286,0.0,2.2842192317630863
2670,0.0,2.2842192317630863
3123,0.0,2.2842192317630863
1862,0.0,2.2842192317630863
3942,0.0,2.2842192317630863
1571,0.0,2.2842192317630863
5083,0.0,2.2842192317630863
3080,0.0,2.2842192317630863
4408,0.0,2.2842192317630863
3325,0.0,2.2842192317630863
5002,0.0,2.2842192317630863
3699,0.0,2.2842192317630863
6675,0.0,2.2842192317630863
3309,0.0,2.2842192317630863
2922,0.0,2.2842192317630863
3922,0.0,2.2842192317630863
1183,0.0,2.2842192317630863
7332,0.0,2.2842192317630863
39,24.9,2.2842192317630863
678,0.0,2.2842192317630863
6319,0.0,2.2842192317630863
763,0.0,2.2842192317630863
470,0.0,2.2842192317630863
86,0.0,2.2842192317630863
5793,0.0,2.2842192317630863
247,0.0,2.2842192317630863
3581,0.0,2.2842192317630863
228,0.0,2.2842192317630863
4516,0.0,2.2842192317630863
3936,0.0,2.2842192317630863
2675,0.0,2.2842192317630863
3640,0.0,2.2842192317630863
318,0.0,2.2842192317630863
7144,0.0,2.2842192317630863
277,0.0,2.2842192317630863
1881,0.0,2.2842192317630863
3290,0.0,2.2842192317630863
2200,0.0,2.2842192317630863
4556,0.0,2.2842192317630863
2860,0.0,2.2842192317630863
6687,0.0,2.2842192317630863
508,0.0,2.2842192317630863
6819,0.0,2.2842192317630863
3034,0.0,2.2842192317630863
1534,0.0,2.2842192317630863
6764,0.0,2.2842192317630863
78,6.4,2.2842192317630863
3386,0.0,2.2842192317630863
5027,0.0,2.2842192317630863
2836,0.0,2.2842192317630863
5891,18.7,2.2842192317630863
5987,41.3,2.2842192317630863
5948,0.0,2.2842192317630863
5913,13.0,2.2842192317630863
531,0.0,2.2842192317630863
4917,0.0,2.2842192317630863
6635,0.0,2.2842192317630863
5847,24.6,2.2842192317630863
4967,17.5,9.363439455389436
6760,0.0,2.2842192317630863
7267,0.0,2.2842192317630863
2545,0.0,2.2842192317630863
7329,0.0,2.2842192317630863
2400,0.0,2.2842192317630863
6085,0.0,2.2842192317630863
607,0.0,2.2842192317630863
6102,0.0,2.2842192317630863
2926,0.0,2.2842192317630863
4576,0.0,2.2842192317630863
2805,0.0,2.2842192317630863
4575,9.0,2.2842192317630863
2060,0.0,2.2842192317630863
3565,4.4,17.829311063025074
5442,0.0,2.2842192317630863
5801,2.3,2.2842192317630863
5980,0.0,2.2842192317630863
3759,17.9,8.706604589279776
2571,0.0,2.2842192317630863
3976,0.0,2.2842192317630863
6397,0.0,2.2842192317630863
780,0.0,2.2842192317630863
3742,9.0,26.003256063500856
1247,0.0,2.2842192317630863
4174,0.0,2.2842192317630863
183,0.0,2.2842192317630863
5171,16.9,2.2842192317630863
5220,0.0,2.2842192317630863
6131,0.0,2.2842192317630863
6673,0.0,2.2842192317630863
469,0.0,2.2842192317630863
5520,0.0,2.2842192317630863
1469,0.0,2.2842192317630863
2588,0.0,2.2842192317630863
7051,0.0,2.2842192317630863
3613,16.1,22.4271551257927
891,0.0,2.2842192317630863
5158,15.8,2.2842192317630863
3482,0.0,2.2842192317630863
6987,0.0,2.2842192317630863
7105,32.8,2.2842192317630863
6119,0.0,2.2842192317630863
4188,0.0,2.2842192317630863
4942,0.0,2.2842192317630863
334,0.0,2.2842192317630863
442,0.0,2.2842192317630863
96,0.0,2.2842192317630863
4877,13.7,2.2842192317630863
422,9.1,7.757843116010265
3559,30.7,11.187980750138497
7021,0.0,2.2842192317630863
1172,0.0,2.2842192317630863
6607,0.0,2.2842192317630863
2796,0.0,2.2842192317630863
5314,0.0,2.2842192317630863
3215,18.4,2.2842192317630863
2075,0.0,2.2842192317630863
4081,30.1,2.2842192317630863
5227,33.1,2.2842192317630863
1733,0.0,2.2842192317630863
3247,0.0,2.2842192317630863
1758,0.0,2.2842192317630863
486,0.0,2.2842192317630863
3219,2.1,2.2842192317630863
6475,10.1,2.2842192317630863
665,0.0,2.2842192317630863
2502,0.0,2.2842192317630863
1731,0.0,2.2842192317630863
1682,0.0,2.2842192317630863
2332,0.0,2.2842192317630863
5244,0.0,2.2842192317630863
2755,0.0,2.2842192317630863
59,13.6,2.2842192317630863
7324,0.0,2.2842192317630863
818,0.0,23.88678816159195
1807,0.0,2.2842192317630863
2315,15.0,27.973760661829843
5990,0.0,2.2842192317630863
3862,0.0,2.2842192317630863
1044,0.0,2.2842192317630863
1380,0.0,2.2842192317630863
6634,0.0,2.2842192317630863
603,0.0,2.2842192317630863
2201,0.0,2.2842192317630863
4195,0.0,2.2842192317630863
3527,0.0,2.2842192317630863
4329,0.0,2.2842192317630863
6489,4.2,2.2842192317630863
2854,0.0,2.2842192317630863
1060,0.0,2.2842192317630863
1461,0.0,2.2842192317630863
6528,0.0,2.2842192317630863
5989,0.0,2.2842192317630863
4112,0.0,2.2842192317630863
6268,0.0,2.2842192317630863
2068,0.0,2.2842192317630863
5755,0.0,2.2842192317630863
3400,0.0,2.2842192317630863
3672,0.0,2.2842192317630863
7091,0.0,2.2842192317630863
3416,0.0,2.2842192317630863
3786,0.0,2.2842192317630863
5584,0.0,2.2842192317630863
2705,0.0,2.2842192317630863
2414,0.0,2.2842192317630863
1331,0.0,2.2842192317630863
1737,0.0,2.2842192317630863
3648,0.0,2.2842192317630863
6859,0.0,2.2842192317630863
1200,0.0,2.2842192317630863
4728,0.0,2.2842192317630863
2157,0.0,2.2842192317630863
4975,0.0,2.2842192317630863
3285,0.0,2.2842192317630863
5363,0.0,2.2842192317630863
1345,0.0,2.2842192317630863
805,0.0,2.2842192317630863
3282,0.0,2.2842192317630863
1767,0.0,2.2842192317630863
196,0.0,2.2842192317630863
3328,0.0,2.2842192317630863
3723,0.0,2.2842192317630863
6881,1.8,2.2842192317630863
217,0.0,2.2842192317630863
6640,0.0,2.2842192317630863
1860,0.0,2.2842192317630863
1693,0.0,2.2842192317630863
2699,23.6,9.874311017919172
6708,0.0,2.2842192317630863
4756,0.0,2.2842192317630863
5820,0.0,2.2842192317630863
7037,20.4,26.73307258140048
969,0.0,2.2842192317630863
7007,0.0,2.2842192317630863
420,26.3,14.764081687846655
2622,0.0,2.2842192317630863
3447,0.0,2.2842192317630863
7293,0.0,2.2842192317630863
3343,1.8,2.2842192317630863
1478,0.0,2.2842192317630863
6000,0.0,2.2842192317630863
5246,1.8,2.2842192317630863
1192,0.0,2.2842192317630863
977,0.0,2.2842192317630863
2240,0.0,2.2842192317630863
4101,0.0,2.2842192317630863
4777,0.0,2.2842192317630863
5277,0.0,2.2842192317630863
4769,0.0,2.2842192317630863
2655,0.0,2.2842192317630863
3263,36.6,2.2842192317630863
5298,0.0,2.2842192317630863
2354,0.0,2.2842192317630863
4094,4.4,21.55137530431315
1827,0.0,2.2842192317630863
7170,0.0,2.2842192317630863
3119,0.0,2.2842192317630863
1236,5.1,18.413164277344773
3752,25.6,23.30293494727225
6185,0.0,2.2842192317630863
1929,0.0,2.2842192317630863
4579,13.6,2.2842192317630863
7141,0.0,2.2842192317630863
659,0.0,2.2842192317630863
5678,31.0,2.2842192317630863
5623,0.0,2.2842192317630863
2187,0.0,2.2842192317630863
4808,0.0,2.2842192317630863
7314,0.0,2.2842192317630863
6990,0.0,2.2842192317630863
4177,0.0,2.2842192317630863
3617,6.6,5.860320169471243
257,0.0,2.2842192317630863
1611,0.0,2.2842192317630863
7148,9.2,19.799815661354057
5960,0.0,2.2842192317630863
5393,23.1,20.82155878641353
2141,0.0,2.2842192317630863
79,17.6,2.2842192317630863
4548,0.0,2.2842192317630863
4697,0.0,2.2842192317630863
629,0.0,2.2842192317630863
7038,11.6,10.750090839398723
933,0.0,2.2842192317630863
6571,0.0,2.2842192317630863
3267,0.0,2.2842192317630863
175,0.0,2.2842192317630863
4746,0.0,2.2842192317630863
2715,0.0,2.2842192317630863
3161,0.0,2.2842192317630863
2930,0.0,2.2842192317630863
2703,13.5,7.028026598110641
5717,0.0,2.2842192317630863
3655,0.0,2.2842192317630863
1054,0.0,2.2842192317630863
1538,0.0,2.2842192317630863
623,0.0,2.2842192317630863
3059,0.0,2.2842192317630863
3493,0.0,2.2842192317630863
2823,0.0,2.2842192317630863
294,0.0,2.2842192317630863
1235,6.5,22.13522851863285
4024,0.0,2.2842192317630863
6916,0.0,2.2842192317630863
4102,0.0,2.2842192317630863
1761,0.0,2.2842192317630863
5825,0.0,2.2842192317630863
3791,0.0,2.2842192317630863
4290,0.0,2.2842192317630863
4108,0.0,2.2842192317630863
2432,0.0,2.2842192317630863
6920,0.0,2.2842192317630863
5609,0.0,2.2842192317630863
167,0.0,2.2842192317630863
1077,25.3,9.363439455389436
4786,0.0,2.2842192317630863
533,0.0,2.2842192317630863
6352,0.0,2.2842192317630863
4207,0.0,2.2842192317630863
4895,0.0,2.2842192317630863
1900,0.0,2.2842192317630863
2425,5.1,2.2842192317630863
6767,36.4,2.2842192317630863
4949,0.0,2.2842192317630863
1430,0.0,2.2842192317630863
3571,20.7,8.56064128569985
2295,4.4,5.495411910521431
764,0.0,2.2842192317630863
3020,13.8,2.2842192317630863
1141,0.0,2.2842192317630863
6745,15.7,7.2469715534805275
1265,0.0,2.2842192317630863
2276,0.0,2.2842192317630863
6942,0.0,2.2842192317630863
3733,0.0,2.2842192317630863
1321,0.0,2.2842192317630863
5098,0.0,2.2842192317630863
4918,0.0,2.2842192317630863
1260,0.0,2.2842192317630863
210,0.0,2.2842192317630863
3396,0.0,2.2842192317630863
1373,0.0,2.2842192317630863
786,0.0,2.2842192317630863
4717,0.0,2.2842192317630863
6118,0.0,2.2842192317630863
3593,0.0,2.2842192317630863
3471,0.0,2.2842192317630863
2287,0.0,2.2842192317630863
184,0.0,2.2842192317630863
1429,0.0,2.2842192317630863
4821,0.0,2.2842192317630863
440,0.0,2.2842192317630863
650,0.0,2.2842192317630863
2263,0.0,2.2842192317630863
3000,0.0,2.2842192317630863
1490,0.0,2.2842192317630863
1308,0.0,2.2842192317630863
6736,0.0,2.2842192317630863
4163,16.2,7.757843116010265
1756,0.0,2.2842192317630863
1117,0.0,2.2842192317630863
759,17.7,2.2842192317630863
5594,0.0,2.2842192317630863
4521,1.8,2.2842192317630863
1262,0.0,2.2842192317630863
4767,0.0,2.2842192317630863
2824,0.0,2.2842192317630863
6447,0.0,2.2842192317630863
300,0.0,2.2842192317630863
7138,0.0,2.2842192317630863
6248,0.0,2.2842192317630863
6882,33.2,2.2842192317630863
5817,0.0,2.2842192317630863
1867,0.0,2.2842192317630863
4838,0.0,2.2842192317630863
840,0.0,2.2842192317630863
4782,0.0,2.2842192317630863
4562,0.0,2.2842192317630863
3666,0.0,2.2842192317630863
153,0.0,2.2842192317630863
2217,0.0,2.2842192317630863
4448,0.0,2.2842192317630863
4978,0.0,2.2842192317630863
6589,0.0,2.2842192317630863
2430,0.0,2.2842192317630863
5799,0.0,2.2842192317630863
4668,0.0,2.2842192317630863
3813,0.0,2.2842192317630863
1528,0.0,2.2842192317630863
3946,0.0,2.2842192317630863
5809,0.0,2.2842192317630863
1596,0.0,2.2842192317630863
3964,0.0,2.2842192317630863
2503,0.0,2.2842192317630863
5652,0.0,2.2842192317630863
2617,0.0,2.2842192317630863
3728,0.0,2.2842192317630863
6488,10.5,2.2842192317630863
645,0.0,2.2842192317630863
1922,0.0,2.2842192317630863
3228,0.0,2.2842192317630863
5410,0.0,2.2842192317630863
5007,0.0,2.2842192317630863
3609,21.6,9.436421107179399
5640,0.0,2.2842192317630863
2870,0.0,2.2842192317630863
792,0.0,2.2842192317630863
398,0.0,2.2842192317630863
5573,0.0,2.2842192317630863
407,0.0,2.2842192317630863
6561,0.0,2.2842192317630863
1222,0.0,2.2842192317630863
1610,0.0,2.2842192317630863
7,0.0,2.2842192317630863
439,0.0,2.2842192317630863
4388,0.0,2.2842192317630863
1676,0.0,2.2842192317630863
3313,0.0,2.2842192317630863
868,0.0,2.2842192317630863
7303,0.0,2.2842192317630863
6098,0.0,2.2842192317630863
2469,0.0,2.2842192317630863
856,0.0,2.2842192317630863
3094,0.0,2.2842192317630863
1388,0.0,2.2842192317630863
5110,19.0,2.2842192317630863
5994,0.0,2.2842192317630863
3924,0.0,2.2842192317630863
2889,0.0,2.2842192317630863
4700,0.0,2.2842192317630863
3714,0.0,2.2842192317630863
3184,0.0,2.2842192317630863
4597,0.0,8.56064128569985
1223,0.0,2.2842192317630863
1493,68.8,2.2842192317630863
282,0.0,2.2842192317630863
3158,0.0,2.2842192317630863
1402,0.0,2.2842192317630863
7020,0.0,2.2842192317630863
5276,0.0,2.2842192317630863
2537,0.0,2.2842192317630863
6154,1.8,2.2842192317630863
3835,0.0,2.2842192317630863
1037,0.0,2.2842192317630863
3960,0.0,2.2842192317630863
7078,0.0,2.2842192317630863
6315,0.0,2.2842192317630863
705,0.0,7.028026598110641
1398,0.0,2.2842192317630863
5649,8.3,2.2842192317630863
6318,0.0,2.2842192317630863
1258,0.0,2.2842192317630863
5122,4.4,24.835549634861458
321,0.0,2.2842192317630863
6110,0.0,2.2842192317630863
684,0.0,2.2842192317630863
5311,0.0,2.2842192317630863
2556,0.0,2.2842192317630863
1864,0.0,2.2842192317630863
1613,0.0,2.2842192317630863
3499,0.0,2.2842192317630863
1320,0.0,2.2842192317630863
5686,15.7,24.616604679491573
2967,0.0,2.2842192317630863
2173,0.0,2.2842192317630863
3365,0.0,2.2842192317630863
6572,5.0,2.2842192317630863
5789,31.5,13.231467000257442
1771,0.0,2.2842192317630863
1593,0.0,2.2842192317630863
6743,45.4,14.691100036056689
1934,0.0,2.2842192317630863
4350,0.0,2.2842192317630863
5743,0.0,2.2842192317630863
5455,0.0,2.2842192317630863
5330,0.0,2.2842192317630863
5732,0.0,2.2842192317630863
5179,0.0,2.2842192317630863
2512,0.0,2.2842192317630863
5774,0.0,2.2842192317630863
5644,0.0,2.2842192317630863
375,36.7,2.2842192317630863
3069,0.0,2.2842192317630863
2093,0.0,2.2842192317630863
5358,0.0,2.2842192317630863
2649,0.0,2.2842192317630863
6474,0.0,2.2842192317630863
391,0.0,2.2842192317630863
2166,0.0,2.2842192317630863
3449,0.0,2.2842192317630863
6076,0.0,2.2842192317630863
7122,0.0,2.2842192317630863
6409,19.0,2.2842192317630863
781,0.0,2.2842192317630863
640,0.0,2.2842192317630863
7131,0.0,2.2842192317630863
5628,0.0,2.2842192317630863
7288,6.95,17.46440280407526
5619,1.8,2.2842192317630863
4790,0.0,2.2842192317630863
1359,17.9,2.2842192317630863
5374,0.0,2.2842192317630863
5910,1.8,2.2842192317630863
2659,0.0,2.2842192317630863
3701,0.0,2.2842192317630863
2787,0.0,2.2842192317630863
3873,0.0,2.2842192317630863
1311,0.0,2.2842192317630863
6244,0.0,2.2842192317630863
2785,0.0,2.2842192317630863
3235,0.0,2.2842192317630863
624,0.0,2.2842192317630863
2147,0.0,2.2842192317630863
3315,0.0,2.2842192317630863
345,0.0,2.2842192317630863
4626,0.0,2.2842192317630863
3117,0.0,2.2842192317630863
141,0.0,2.2842192317630863
3555,4.4,19.65385235777413
5389,25.8,5.349448606941506
1280,0.0,2.2842192317630863
6765,0.0,2.2842192317630863
2761,0.0,2.2842192317630863
926,0.0,2.2842192317630863
2662,0.0,2.2842192317630863
1249,0.0,2.2842192317630863
37,0.0,2.2842192317630863
807,0.0,2.2842192317630863
4722,0.0,2.2842192317630863
2871,0.0,2.2842192317630863
5831,36.9,2.2842192317630863
1472,0.0,2.2842192317630863
5423,0.0,2.2842192317630863
3883,0.0,2.2842192317630863
5292,15.5,7.465916508850415
2807,0.0,2.2842192317630863
3521,0.0,2.2842192317630863
3620,24.7,14.03426516994703
3450,0.0,2.2842192317630863
6499,4.4,4.838577044411769
4535,23.6,2.2842192317630863
2979,0.0,2.2842192317630863
2547,0.0,2.2842192317630863
6402,18.9,2.2842192317630863
6230,0.0,2.2842192317630863
3025,0.0,2.2842192317630863
1683,0.0,2.2842192317630863
4977,0.0,2.2842192317630863
924,0.0,2.2842192317630863
7205,14.6,2.2842192317630863
115,0.0,2.2842192317630863
3959,0.0,2.2842192317630863
5810,0.0,2.2842192317630863
4205,0.0,2.2842192317630863
3767,0.0,2.2842192317630863
373,0.0,2.2842192317630863
6410,20.4,2.2842192317630863
2385,0.0,2.2842192317630863
7307,0.0,2.2842192317630863
3753,15.0,28.776558831519427
5457,0.0,2.2842192317630863
7001,0.0,2.2842192317630863
3051,0.0,2.2842192317630863
379,0.0,2.2842192317630863
3433,0.0,2.2842192317630863
216,0.0,2.2842192317630863
0,0.0,2.2842192317630863
2592,0.0,2.2842192317630863
3398,0.0,2.2842192317630863
1511,0.0,2.2842192317630863
2504,0.0,2.2842192317630863
1435,31.2,2.2842192317630863
1475,0.0,2.2842192317630863
6339,8.9,14.618118384266726
2039,0.0,2.2842192317630863
4428,0.0,2.2842192317630863
749,0.0,2.2842192317630863
1932,0.0,2.2842192317630863
4546,0.0,2.2842192317630863
6578,0.0,2.2842192317630863
3618,4.4,17.683347759445148
6228,0.0,2.2842192317630863
181,0.0,2.2842192317630863
3381,0.0,2.2842192317630863
2935,0.0,2.2842192317630863
2842,0.0,2.2842192317630863
2408,7.0,12.939540393097595
2129,0.0,2.2842192317630863
4886,11.6,2.2842192317630863
4594,17.3,2.2842192317630863
200,0.0,2.2842192317630863
5091,0.0,2.2842192317630863
7240,8.9,2.2842192317630863
5354,0.0,2.2842192317630863
3870,0.0,2.2842192317630863
550,8.3,21.69733860789308
4245,22.0,12.20972387519797
4193,0.0,2.2842192317630863
4996,0.0,2.2842192317630863
4768,0.0,2.2842192317630863
7150,8.6,31.549861599537998
4352,0.0,2.2842192317630863
4360,0.0,2.2842192317630863
5539,0.0,2.2842192317630863
6309,0.0,2.2842192317630863
3292,0.0,2.2842192317630863
6127,0.0,2.2842192317630863
4779,0.0,2.2842192317630863
821,27.2,6.298210080211017
4335,0.0,2.2842192317630863
7320,0.0,2.2842192317630863
1962,0.0,2.2842192317630863
7123,0.0,2.2842192317630863
2374,0.0,2.2842192317630863
195,0.0,2.2842192317630863
1706,0.0,2.2842192317630863
3230,0.0,2.2842192317630863
2109,0.0,2.2842192317630863
2974,0.0,2.2842192317630863
814,13.9,23.5948615544321
4459,0.0,2.2842192317630863
4353,0.0,2.2842192317630863
3864,0.0,2.2842192317630863
5907,4.2,2.2842192317630863
1046,0.0,2.2842192317630863
6177,0.0,2.2842192317630863
3843,0.0,2.2842192317630863
6242,0.0,2.2842192317630863
6858,0.0,2.2842192317630863
2945,0.0,2.2842192317630863
669,0.0,2.2842192317630863
1399,0.0,2.2842192317630863
3602,4.4,4.984540347991695
5145,5.8,2.2842192317630863
5105,5.4,2.2842192317630863
536,10.9,2.2842192317630863
4455,0.0,2.2842192317630863
6272,0.0,2.2842192317630863
5471,0.0,2.2842192317630863
1916,0.0,2.2842192317630863
3250,4.5,2.2842192317630863
5043,0.0,2.2842192317630863
48,0.0,2.2842192317630863
2146,26.4,23.0110083401124
25,0.0,2.2842192317630863
138,0.0,2.2842192317630863
6183,0.0,2.2842192317630863
6848,36.1,12.57463213414778
4247,4.4,3.8168339193522964
5193,1.8,2.2842192317630863
2300,0.0,2.2842192317630863
6891,0.0,2.2842192317630863
2624,0.0,2.2842192317630863
6978,0.0,2.2842192317630863
2661,0.0,2.2842192317630863
6950,0.0,2.2842192317630863
4295,0.0,2.2842192317630863
6463,0.0,2.2842192317630863
4109,0.0,2.2842192317630863
547,6.5,17.75632941123511
6425,0.0,2.2842192317630863
4784,0.0,2.2842192317630863
5097,0.0,2.2842192317630863
587,0.0,2.2842192317630863
6621,0.0,2.2842192317630863
2762,0.0,2.2842192317630863
2990,0.0,2.2842192317630863
6799,0.0,2.2842192317630863
122,0.0,2.2842192317630863
1661,0.0,2.2842192317630863
3109,0.0,2.2842192317630863
3660,0.0,2.2842192317630863
4130,4.9,2.2842192317630863
3217,7.3,2.2842192317630863
3153,0.0,2.2842192317630863
6892,0.0,2.2842192317630863
4208,0.0,2.2842192317630863
4727,0.0,2.2842192317630863
1692,0.0,2.2842192317630863
6702,0.0,2.2842192317630863
7322,0.0,2.2842192317630863
3541,0.0,2.2842192317630863
6287,24.2,2.2842192317630863
4610,0.0,29.72532030478894
3145,0.0,2.2842192317630863
4176,0.0,2.2842192317630863
3834,0.0,2.2842192317630863
4279,0.0,2.2842192317630863
2832,0.0,2.2842192317630863
2619,0.0,2.2842192317630863
6601,0.0,2.2842192317630863
3713,0.0,2.2842192317630863
4681,0.0,2.2842192317630863
5983,0.0,2.2842192317630863
295,0.0,2.2842192317630863
6295,14.2,2.2842192317630863
1847,0.0,2.2842192317630863
1285,0.0,2.2842192317630863
5996,0.0,2.2842192317630863
1952,0.0,2.2842192317630863
4937,0.0,2.2842192317630863
5168,6.3,2.2842192317630863
6418,46.9,2.2842192317630863
2189,0.0,2.2842192317630863
1074,0.0,2.2842192317630863
4592,19.4,2.2842192317630863
1989,0.0,2.2842192317630863
1157,0.0,2.2842192317630863
254,0.0,2.2842192317630863
3473,0.0,2.2842192317630863
7217,9.0,2.2842192317630863
1702,0.0,2.2842192317630863
6400,0.0,2.2842192317630863
431,0.0,5.203485303361582
4571,37.2,2.2842192317630863
320,0.0,2.2842192317630863
445,0.0,2.2842192317630863
2343,0.0,2.2842192317630863
5304,0.0,2.2842192317630863
793,0.0,2.2842192317630863
1632,0.0,2.2842192317630863
1049,0.0,2.2842192317630863
3892,0.0,2.2842192317630863
4990,0.0,2.2842192317630863
353,0.0,2.2842192317630863
914,0.0,2.2842192317630863
1237,5.0,18.486145929134732
1250,0.0,2.2842192317630863
240,0.0,2.2842192317630863
850,0.0,2.2842192317630863
6723,0.0,2.2842192317630863
596,0.0,2.2842192317630863
2452,0.0,2.2842192317630863
1572,0.0,2.2842192317630863
206,19.2,2.2842192317630863
3900,30.1,2.2842192317630863
4462,0.0,2.2842192317630863
691,0.0,2.2842192317630863
5902,29.4,2.2842192317630863
5222,1.8,2.2842192317630863
5214,1.8,2.2842192317630863
1763,0.0,2.2842192317630863
6953,0.0,2.2842192317630863
5085,0.0,2.2842192317630863
5593,0.0,2.2842192317630863
1135,23.2,2.2842192317630863
2597,0.0,2.2842192317630863
6140,0.0,2.2842192317630863
365,0.0,2.2842192317630863
6969,0.0,2.2842192317630863
5479,36.5,12.501650482357817
2576,0.0,2.2842192317630863
4280,0.0,2.2842192317630863
4473,0.0,2.2842192317630863
5194,1.8,2.2842192317630863
6898,0.0,2.2842192317630863
695,0.0,2.2842192317630863
7228,27.3,2.2842192317630863
5000,0.0,2.2842192317630863
1027,0.0,2.2842192317630863
5641,0.0,2.2842192317630863
4246,4.4,4.54665043725192
3787,0.0,2.2842192317630863
6807,0.0,2.2842192317630863
450,0.0,2.2842192317630863
4683,0.0,2.2842192317630863
4232,15.0,2.2842192317630863
5025,0.0,2.2842192317630863
6930,30.0,16.15073307185594
4223,0.0,2.2842192317630863
3260,0.0,2.2842192317630863
1238,0.0,26.36816432245067
6627,15.0,34.39614601934653
4288,0.0,2.2842192317630863
3958,0.0,2.2842192317630863
5493,0.0,2.2842192317630863
4785,0.0,2.2842192317630863
1928,0.0,2.2842192317630863
260,0.0,2.2842192317630863
909,0.0,2.2842192317630863
5267,0.0,2.2842192317630863
921,0.0,2.2842192317630863
2351,0.0,2.2842192317630863
1575,0.0,2.2842192317630863
73,0.0,2.2842192317630863
